NomeLoja;EnderecoWeb;Cardapio
Império dos Salgados;https://www.ifood.com.br/delivery/abreu-e-lima-pe/imperio-dos-salgados-timbo/f145d35f-396a-4be8-a669-31fde259ecf4;[]
Nat's Pizzaria Delivery;https://www.ifood.com.br/delivery/paulista-pe/nats-pizzaria-delivery-nossa-senhora-da-conceicao/e09394a0-9cc8-459c-bca0-cd12510b73d3;[['Pizza 2 sabores', [['1/2calabresa', '+ R$ 21,00', '1/2calabresa/Catupiry', '+ R$ 23,50', '1/2frango', '+ R$ 25,00', '1/2frango/ Catupiry', '+ R$ 27,45', '1/2presunto', '+ R$ 20,00', '1/2mussarela', '+ R$ 25,00', '1/2 calabresa/cheddar', '+ R$ 23,50', '1/2frango/cheddar', '+ R$ 27,45'], ['Cheddar', '+ R$ 5,00', 'Catupiry', '+ R$ 5,00']]], ['Calabresa', 'R$ 42,00'], ['Calabresa com Catupiry', 'R$ 47,00'], ['Calabresa com cheddar', 'R$ 47,00'], ['Frango', 'R$ 50,00'], ['Frango com Catupiry', 'R$ 54,90'], ['Frango com cheddar', 'R$ 54,90'], ['Presunto', 'R$ 40,00'], ['2 queijos', 'R$ 45,00'], ['3 queijos', 'R$ 49,90'], ['Mista', 'R$ 51,90']]
Paço Real - Norte Way;https://www.ifood.com.br/delivery/paulista-pe/paco-real---norte-way-centro/e2b392f1-807f-4ca7-85ea-d13d8b3001cc;[['Pizza Grande', '-'], ['Pizza Pequena', [['Mussarela', '+ R$ 23,80', 'Calabresa', '+ R$ 25,00', 'Marguerita', '+ R$ 25,90', 'Portuguesa', '+ R$ 26,40', 'Frango com Catupiry', '+ R$ 27,60', 'Milho e Bacon', '+ R$ 27,60', 'Brasileira', '+ R$ 28,90', 'Quatro Queijos', '+ R$ 30,00'], ['Deseja Kit Sachê?-Sim', '-', 'Deseja Kit Sachê?-Não', '-']]]]
Pizzaria da Glaubia;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-da-glaubia-pau-amarelo/85ffa7e2-c82c-40dd-a1e0-3464d2429340;[]
Magno Pizza;https://www.ifood.com.br/delivery/paulista-pe/magno-pizza-nobre/36588519-ed99-46aa-990a-77459c93e1c8;[['Pizza Atum', 'R$ 55,00'], ['Pizza Calabreza', 'R$ 42,00'], ['Pizza Camarão', 'R$ 65,00'], ['Pizza Frango', 'R$ 45,00'], ['Pizza Mussarela', 'R$ 38,00'], ['Pizza Portuguesa', 'R$ 50,00'], ['Pizza de Presunto', 'R$ 40,00'], ['Cobertura Catupiry', 'R$ 8,00'], ['Borda Recheada Catupiry', 'R$ 10,00'], ['Borda Vulcão', 'R$ 12,00']]
Pizzaria Barriga Cheia;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-barriga-cheia-nossa-senhora-do-o/4fbda962-9622-4bdd-b30b-1d8835b3cc31;[['Pizza da Promoção', '-'], ['MÉDIA (6 PEDAÇOS)', [['Charque', '+ R$ 49,00', 'Marguerita', '+ R$ 33,00', 'Palmito', '+ R$ 36,00', 'Presunto', '+ R$ 38,00', 'Calabresa', '+ R$ 31,00', 'Frango com catupiry', '+ R$ 42,00', 'caipira', '+ R$ 42,00', 'mussarela', '+ R$ 31,00', 'quatro queijo', '+ R$ 42,00', 'napolitana', '+ R$ 37,00', 'Portuguesa', '+ R$ 43,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['MÉDIA 2 SABORES (6 PEDAÇOS)', [['1/2 Charque', '+ R$ 24,50', '1/2 Marguerita', '+ R$ 16,50', '1/2 Palmito', '+ R$ 18,00', '1/2 Presunto', '+ R$ 19,00', '1/2 Calabresa', '+ R$ 15,50', '1/2 Frango com catupiry', '+ R$ 21,00', '1/2 caipira', '+ R$ 21,00', '1/2 mussarela', '+ R$ 15,50', '1/2 quatro queijo', '+ R$ 21,00', '1/2 napolitana', '+ R$ 18,50', '1/2 Portuguesa', '+ R$ 21,50'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE (8 PEDAÇOS)', [['Charque', '+ R$ 72,00', 'Marguerita', '+ R$ 41,00', 'Palmito', '+ R$ 46,00', 'Presunto', '+ R$ 44,00', 'Calabresa', '+ R$ 43,00', 'Frango com catupiry', '+ R$ 48,00', 'caipira', '+ R$ 48,00', 'mussarela', '+ R$ 37,00', 'quatro queijo', '+ R$ 47,00', 'napolitana', '+ R$ 43,00', 'Portuguesa', '+ R$ 49,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE 2 SABORES (8 PEDAÇOS)', [['1/2 Charque', '+ R$ 36,00', '1/2 Marguerita', '+ R$ 20,50', '1/2 Palmito', '+ R$ 23,00', '1/2 Presunto', '+ R$ 22,00', '1/2 Calabresa', '+ R$ 21,50', '1/2 Frango com catupiry', '+ R$ 24,00', '1/2 caipira', '+ R$ 24,00', '1/2 mussarela', '+ R$ 18,50', '1/2 quatro queijo', '+ R$ 23,50', '1/2 napolitana', '+ R$ 21,50', '1/2 Portuguesa', '+ R$ 24,50'], ['Massa Tradicional + Borda Tradicional', '-']]]]
Prime Pizza;https://www.ifood.com.br/delivery/paulista-pe/prime-pizza-centro/a2d49d89-88a3-48cf-a4fc-3b51e74b9b6b;[['GRANDE (8 PEDAÇOS)', [['PIZZA MUÇARELA (Mais Pedidas)', '+ R$ 36,91', 'PIZZA PRESUNTO', '+ R$ 36,91', 'PIZZA CALABRESA (Mais Pedidas)', '+ R$ 40,91', 'PIZZA FRANGO (Mais Pedidas)', '+ R$ 44,91', 'PIZZA ATUM', '+ R$ 47,91', 'PIZZA MISTA', '+ R$ 47,91', 'PIZZA BACON', '+ R$ 48,91', 'PIZZA 4 QUEIJOS ', '+ R$ 49,91', 'PIZZA PORTUGUESA', '+ R$ 49,91', 'PIZZA FRANGO CATUPIRY', '+ R$ 50,91', 'PIZZA FRANGO COM BACON', '+ R$ 53,91', 'PIZZA LOMBO CHEESE', '+ R$ 53,91', 'PIZZA CHARQUE COM CATUPIRY', '+ R$ 54,91', 'PIZZA ROMEU E JULIETA', '+ R$ 36,91', 'Brigadeiro', '+ R$ 44,91', 'Dois Amores ', '+ R$ 51,91'], ['Massa TRADICIONAL + Borda Borda de Catupiry', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Borda de Cheddar', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Borda de Chocolate', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Borda de Cream Cheese', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Sem Borda', '-']]], ['GRANDE 2 SABORES (8 PEDAÇOS)', [['1/2 PIZZA MUÇARELA (Mais Pedidas)', '+ R$ 18,45', '1/2 PIZZA PRESUNTO', '+ R$ 18,45', '1/2 PIZZA CALABRESA (Mais Pedidas)', '+ R$ 20,45', '1/2 PIZZA FRANGO (Mais Pedidas)', '+ R$ 22,45', '1/2 PIZZA ATUM', '+ R$ 23,95', '1/2 PIZZA MISTA', '+ R$ 23,95', '1/2 PIZZA BACON', '+ R$ 24,45', '1/2 PIZZA 4 QUEIJOS ', '+ R$ 24,95', '1/2 PIZZA PORTUGUESA', '+ R$ 24,95', '1/2 PIZZA FRANGO CATUPIRY', '+ R$ 25,45', '1/2 PIZZA FRANGO COM BACON', '+ R$ 26,95', '1/2 PIZZA LOMBO CHEESE', '+ R$ 26,95', '1/2 PIZZA CHARQUE COM CATUPIRY', '+ R$ 27,45', '1/2 PIZZA ROMEU E JULIETA', '+ R$ 18,45', '1/2 Brigadeiro', '+ R$ 22,45', '1/2 Dois Amores ', '+ R$ 25,95'], ['Massa TRADICIONAL + Borda Borda de Catupiry', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Borda de Cheddar', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Borda de Chocolate', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Borda de Cream Cheese', '+ R$ 10,00', 'Massa TRADICIONAL + Borda Sem Borda', '-']]]]
Brangus Hamburgueria Artesanal;https://www.ifood.com.br/delivery/itapissuma-pe/brangus-hamburgueria-artesanal-centro/0ec66145-6fb7-4acb-b57e-5673fa937a97;[['Pizza De Calabresa', 'R$ 42,00'], ['Pizza De Mussarela', 'R$ 42,00'], ['Pizza Jerked', 'R$ 48,00'], ['Pizza De Pepperoni', '-'], ['Pizza Cartola', 'R$ 36,50'], ['Pizza Portuguesa', 'R$ 48,00'], ['Pizza Romeu & Julieta', 'R$ 36,00']]
Mundo Burguer;https://www.ifood.com.br/delivery/igarassu-pe/mundo-burguer-umbura/614edcb1-3f20-4019-8084-366fed41646a;[['Mussarela', 'R$ 22,00'], ['Calabresa', 'R$ 32,00'], ['Presunto', 'R$ 27,00'], ['Três Queijos', 'R$ 34,00'], ['Portuguesa \xa0', 'R$ 32,00'], ['Bacon', 'R$ 38,00']]
Casa da Pizza;https://www.ifood.com.br/delivery/igarassu-pe/casa-da-pizza-umbura/1d71f78d-78b5-43d7-b41d-2a383f0a6569;[['GRANDE (8 PEDAÇOS)', [['Pizza de cheddar', '+ R$ 22,00', 'Presunto c/ cheddar ', '+ R$ 24,00', '3 queijos ', '+ R$ 22,00', 'Catupiry ', '+ R$ 22,00', 'Presunto ', '+ R$ 22,00', 'Mussarela ', '+ R$ 22,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE 2 SABORES (8 PEDAÇOS)', [['1/2 Pizza de cheddar', '+ R$ 11,00', '1/2 Presunto c/ cheddar ', '+ R$ 12,00', '1/2 3 queijos ', '+ R$ 11,00', '1/2 Catupiry ', '+ R$ 11,00', '1/2 Presunto ', '+ R$ 11,00', '1/2 Mussarela ', '+ R$ 11,00'], ['Massa Tradicional + Borda Tradicional', '-']]]]
Leleo Pizza;https://www.ifood.com.br/delivery/igarassu-pe/leleo-pizza-bonfim/91927b4e-13be-427b-99fa-6a527d8ea841;[['GRANDE (8 PEDAÇOS)', [['FRANGO C/ BACON', '+ R$ 37,99', 'PIZZA FRANGO C/ CREAM CHEESE', '+ R$ 37,99', 'PIZZA FRANGO C/ CHEDDAR', '+ R$ 37,99', 'PIZZA ATUM', '+ R$ 38,99', 'PIZZA PORTUGUESA', '+ R$ 37,99', 'PIZZA FRANGO C/ CATUPIRY', '+ R$ 39,99', 'PIZZA PROVOLONE', '+ R$ 39,99', 'PIZZA CHEDDAR', '+ R$ 33,99', 'PIZZA QUATRO QUEIJOS', '+ R$ 37,99', 'PIZZA CALABRESA', '+ R$ 33,00', 'PIZZA MUSSARELA', '+ R$ 33,00', 'PIZZA BACON', '+ R$ 35,00', 'PIZZA TRÊS QUEIJOS', '+ R$ 35,00', 'PIZZA PEPPERONE', '+ R$ 39,99', 'PIZZA MISTA', '+ R$ 29,99', 'PIZZA PRESUNTO', '+ R$ 29,99', 'PIZZA CATUPIRY', '+ R$ 32,00', 'PIZZA CHOCOLATE', '+ R$ 35,00', 'PIZZA CARTOLA', '+ R$ 35,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE 2 SABORES (8 PEDAÇOS)', [['1/2 FRANGO C/ BACON', '+ R$ 18,99', '1/2 PIZZA FRANGO C/ CREAM CHEESE', '+ R$ 18,99', '1/2 PIZZA FRANGO C/ CHEDDAR', '+ R$ 18,99', '1/2 PIZZA ATUM', '+ R$ 19,49', '1/2 PIZZA PORTUGUESA', '+ R$ 18,99', '1/2 PIZZA FRANGO C/ CATUPIRY', '+ R$ 19,99', '1/2 PIZZA PROVOLONE', '+ R$ 19,99', '1/2 PIZZA CHEDDAR', '+ R$ 16,99', '1/2 PIZZA QUATRO QUEIJOS', '+ R$ 18,99', '1/2 PIZZA CALABRESA', '+ R$ 16,50', '1/2 PIZZA MUSSARELA', '+ R$ 16,50', '1/2 PIZZA BACON', '+ R$ 17,50', '1/2 PIZZA TRÊS QUEIJOS', '+ R$ 17,50', '1/2 PIZZA PEPPERONE', '+ R$ 19,99', '1/2 PIZZA MISTA', '+ R$ 14,99', '1/2 PIZZA PRESUNTO', '+ R$ 14,99', '1/2 PIZZA CATUPIRY', '+ R$ 16,00', '1/2 PIZZA CHOCOLATE', '+ R$ 17,50', '1/2 PIZZA CARTOLA', '+ R$ 17,50'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE 3 SABORES (8 PEDAÇOS)', '-'], ['GRANDE 4 SABORES (8 PEDAÇOS)', [['1/4 FRANGO C/ BACON', '+ R$ 9,50', '1/4 PIZZA FRANGO C/ CREAM CHEESE', '+ R$ 9,50', '1/4 PIZZA FRANGO C/ CHEDDAR', '+ R$ 9,50', '1/4 PIZZA ATUM', '+ R$ 9,75', '1/4 PIZZA PORTUGUESA', '+ R$ 9,50', '1/4 PIZZA FRANGO C/ CATUPIRY', '+ R$ 10,00', '1/4 PIZZA PROVOLONE', '+ R$ 10,00', '1/4 PIZZA CHEDDAR', '+ R$ 8,50', '1/4 PIZZA QUATRO QUEIJOS', '+ R$ 9,50', '1/4 PIZZA CALABRESA', '+ R$ 8,25', '1/4 PIZZA MUSSARELA', '+ R$ 8,25', '1/4 PIZZA BACON', '+ R$ 8,75', '1/4 PIZZA TRÊS QUEIJOS', '+ R$ 8,75', '1/4 PIZZA PEPPERONE', '+ R$ 10,00', '1/4 PIZZA MISTA', '+ R$ 7,50', '1/4 PIZZA PRESUNTO', '+ R$ 7,50', '1/4 PIZZA CATUPIRY', '+ R$ 8,00', '1/4 PIZZA CHOCOLATE', '+ R$ 8,75', '1/4 PIZZA CARTOLA', '+ R$ 8,75'], ['Massa Tradicional + Borda Tradicional', '-']]]]
Peggiore Pizza;https://www.ifood.com.br/delivery/igarassu-pe/peggiore-pizza-saramandaia/42ea839b-c03f-4cf4-94a2-0f67e70eacdf;[['GRANDE (8 PEDAÇOS)', [['Prestígio', '+ R$ 31,50', 'Chocolate', '+ R$ 31,50', 'Brigadeiro', '+ R$ 42,99', 'Romeu e Julieta', '+ R$ 31,50', 'Queijo do reino', '+ R$ 46,50', 'presunto', '+ R$ 29,00', 'mussarela', '+ R$ 29,00', 'bacon', '+ R$ 31,50', 'margherita', '+ R$ 31,50', 'atum', '+ R$ 42,99', 'lombinho', '+ R$ 29,00'], ['Massa  tradicional + Borda de catupiry', '+ R$ 6,00', 'Massa  tradicional + Borda de cheddar', '+ R$ 6,00', 'Massa  tradicional + Borda sem', '-']]], ['GRANDE 2 SABORES (8 PEDAÇOS)', [['1/2 Prestígio', '+ R$ 15,75', '1/2 Chocolate', '+ R$ 15,75', '1/2 Brigadeiro', '+ R$ 21,49', '1/2 Romeu e Julieta', '+ R$ 15,75', '1/2 Queijo do reino', '+ R$ 23,25', '1/2 presunto', '+ R$ 14,50', '1/2 mussarela', '+ R$ 14,50', '1/2 bacon', '+ R$ 15,75', '1/2 margherita', '+ R$ 15,75', '1/2 atum', '+ R$ 21,49', '1/2 lombinho', '+ R$ 14,50'], ['Massa  tradicional + Borda de catupiry', '+ R$ 6,00', 'Massa  tradicional + Borda de cheddar', '+ R$ 6,00', 'Massa  tradicional + Borda sem', '-']]], ['GRANDE 3 SABORES (8 PEDAÇOS)', [['1/3 Prestígio', '+ R$ 10,50', '1/3 Chocolate', '+ R$ 10,50', '1/3 Brigadeiro', '+ R$ 14,33', '1/3 Romeu e Julieta', '+ R$ 10,50', '1/3 Queijo do reino', '+ R$ 15,50', '1/3 presunto', '+ R$ 9,67', '1/3 mussarela', '+ R$ 9,67', '1/3 bacon', '+ R$ 10,50', '1/3 margherita', '+ R$ 10,50', '1/3 atum', '+ R$ 14,33', '1/3 lombinho', '+ R$ 9,67'], ['Massa  tradicional + Borda de catupiry', '+ R$ 6,00', 'Massa  tradicional + Borda de cheddar', '+ R$ 6,00', 'Massa  tradicional + Borda sem', '-']]]]
Fred's Pizza;https://www.ifood.com.br/delivery/abreu-e-lima-pe/freds-pizza-alto-sao-miguel/d2d5f37a-b4c4-437d-baa1-447fdb26fe34;[['PADRÃO ', [['Portuguesa', '+ R$ 45,00', 'Portuguesa', '+ R$ 45,00', 'Milho ', '+ R$ 45,00', 'Presunto', '+ R$ 45,00', 'calabresa com cheddar', '+ R$ 45,00', 'Frango com catupiry', '+ R$ 45,00', 'Mussarela', '+ R$ 45,00', '3 queijos', '+ R$ 45,00', 'Margeurita', '+ R$ 45,00'], ['Tradicional', '-']]]]
Big Lanches;https://www.ifood.com.br/delivery/igarassu-pe/big-lanches-centro/d6b1b94d-0659-4ff3-a28b-e80fbe790f4e;[['2 Pizza + 1 guarana 1 litro', '-'], ['GRANDE (8 PEDAÇOS)', [['Atum', '+ R$ 45,00', 'Portuguesa', '+ R$ 40,00', 'chedar', '+ R$ 30,00', 'presunto', '+ R$ 30,00', '3 quejo', '+ R$ 30,00', '2 quejo', '+ R$ 30,00', 'mista', '+ R$ 30,00', ' frango', '+ R$ 30,00', 'mussarela', '+ R$ 30,00', 'calabresa', '+ R$ 30,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE 2 SABORES (8 PEDAÇOS)', [['1/2 Atum', '+ R$ 22,50', '1/2 Portuguesa', '+ R$ 20,00', '1/2 chedar', '+ R$ 15,00', '1/2 presunto', '+ R$ 15,00', '1/2 3 quejo', '+ R$ 15,00', '1/2 2 quejo', '+ R$ 15,00', '1/2 mista', '+ R$ 15,00', '1/2  frango', '+ R$ 15,00', '1/2 mussarela', '+ R$ 15,00', '1/2 calabresa', '+ R$ 15,00'], ['Massa Tradicional + Borda Tradicional', '-']]]]
Carlito Pizza e Lanches;https://www.ifood.com.br/delivery/abreu-e-lima-pe/carlito-pizza-e-lanches-alto-sao-miguel/30412223-343e-4430-a5c9-7525be1c1df9;[['2 Pizza  Da Grande Sem Refri...', [['Calabresa', '-', 'Mussarela', '-', 'Presunto', '-', 'Portuguesa', '-', 'Frango', '-', 'Frango C Catupiry', '-', 'Frango C Cheddar', '-', 'Tres Queijos', '-']]], ['3 Pizzas Da Grande', [['Calabresa', '-', 'Mussarela', '-', 'Presunto', '-', 'Portuguesa', '-', 'Frango', '-', 'Frango C Catupiry', '-', 'Frango C Cheddar', '-', 'Tres Queijos', '-', 'Brigadeiro', '-'], ['Embalagem De Pizza', '+ R$ 1,20']]], ['4 Pizza Grande Sem Refri....', [['Calabresa', '-', 'Mussarela', '-', 'Portuguesa', '-', 'Presunto', '-', 'Frango', '-', 'Frango com catupry', '-', 'Frango com cheddar', '-', 'Três queijos', '-', 'Brigadeiro', '-']]], ['Pizza De Atum', 'R$ 29,90'], ['Pizza De Bacon', 'R$ 29,90'], ['Pizza De Brigadeiro  Preto', 'R$ 31,00'], ['Pizza De Calabreza', 'R$ 28,90'], ['Pizza De Camarao', 'R$ 41,90'], ['Pizza De Charque', 'R$ 31,90'], ['Pizza De Frango', 'R$ 27,90'], ['Pizza De Frango Com Cheddar', 'R$ 28,90'], ['Pizza De Lombo', 'R$ 29,90'], ['Pizza De Milho0', 'R$ 25,00'], ['Pizza De Tomate Seco', 'R$ 25,00'], ['Pizza Frango Com Catupiry', 'R$ 28,90'], ['Pizza Mussarela', 'R$ 27,90'], ['Pizza Peito De Peru Com Cheddar', 'R$ 33,50'], ['Pizza Portuguesa', '-'], ['Pizza Presunto', 'R$ 25,90'], ['Pizza Romeu E Julieta', 'R$ 30,90'], ['Pizza Tres Queijos', 'R$ 28,90']]
No Forno;https://www.ifood.com.br/delivery/abreu-e-lima-pe/no-forno-centro/9e419f64-1da1-4fbe-9608-426f1b4962c2;[['GRANDE (8 PEDAÇOS)', [['PIZZA de muçarela', '+ R$ 38,00', 'PIZZA de presunto com queijo', '+ R$ 40,00', 'PIZZA marguerita', '+ R$ 38,00', 'PIZZA de calabresa com cebola', '+ R$ 42,00', 'PIZZA de lombinho canadense', '+ R$ 44,00', 'PIZZA de frango com requeijão cremoso', '+ R$ 47,00', 'PIZZA portuguesa ', '+ R$ 44,00', 'PIZZA  F.B.M', '+ R$ 48,00', 'PIZZA de camarão', '+ R$ 63,00'], ['Massa Fina + Borda BORDA DE REQUEIJÃO CREMOSO', '+ R$ 4,50', 'Massa Fina + Borda SEM BORDA', '-']]]]
Maricota Burgueria e Pizzaria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/maricota-burgueria-e-pizzaria-centro/4cfdf70e-d90f-4273-b1f5-776c8573039d;[]
Mestre dos Salgados;https://www.ifood.com.br/delivery/abreu-e-lima-pe/mestre-dos-salgados-centro/6a7c1aa6-4162-4eb5-b31a-96dbb7bc1368;[]
Box China;https://www.ifood.com.br/delivery/abreu-e-lima-pe/box-china-planalto/f100b98e-25ea-4e9d-aad0-2bdb99c5f2fc;[['MÉDIA', [['Provolone', '+ R$ 46,00', 'Quatro queijos', '+ R$ 45,00', 'Canadense', '+ R$ 34,00', 'Italiana', '+ R$ 37,00', 'Palmito', '+ R$ 32,00', 'Milho', '+ R$ 30,00', 'Três queijos', '+ R$ 40,00', 'Napolitana', '+ R$ 30,00', 'Portuguesa', '+ R$ 42,00', 'Presunto', '+ R$ 32,00', 'Mista', '+ R$ 36,00', 'Frango com catpiry', '+ R$ 36,00', 'Frango com bacon', '+ R$ 36,00', 'Frango', '+ R$ 32,00', 'Margarita', '+ R$ 32,00', 'Caipira', '+ R$ 32,00', 'Camarão com catupiry', '+ R$ 58,00', 'Camarão', '+ R$ 56,00', 'Catupiry', '+ R$ 30,00', 'Calabresa', '+ R$ 32,00', 'Bacon', '+ R$ 34,00', 'Atum', '+ R$ 34,00', 'Mussarela', '+ R$ 26,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['MÉDIA 2 SABORES', [['1/2 Provolone', '+ R$ 23,00', '1/2 Quatro queijos', '+ R$ 22,50', '1/2 Canadense', '+ R$ 17,00', '1/2 Italiana', '+ R$ 18,50', '1/2 Palmito', '+ R$ 16,00', '1/2 Milho', '+ R$ 15,00', '1/2 Três queijos', '+ R$ 20,00', '1/2 Napolitana', '+ R$ 15,00', '1/2 Portuguesa', '+ R$ 21,00', '1/2 Presunto', '+ R$ 16,00', '1/2 Mista', '+ R$ 18,00', '1/2 Frango com catpiry', '+ R$ 18,00', '1/2 Frango com bacon', '+ R$ 18,00', '1/2 Frango', '+ R$ 16,00', '1/2 Margarita', '+ R$ 16,00', '1/2 Caipira', '+ R$ 16,00', '1/2 Camarão com catupiry', '+ R$ 29,00', '1/2 Camarão', '+ R$ 28,00', '1/2 Catupiry', '+ R$ 15,00', '1/2 Calabresa', '+ R$ 16,00', '1/2 Bacon', '+ R$ 17,00', '1/2 Atum', '+ R$ 17,00', '1/2 Mussarela', '+ R$ 13,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE', [['Provolone', '+ R$ 54,00', 'Quatro queijos', '+ R$ 53,00', 'Canadense', '+ R$ 42,00', 'Italiana', '+ R$ 45,00', 'Palmito', '+ R$ 40,00', 'Milho', '+ R$ 36,00', 'Três queijos', '+ R$ 48,00', 'Napolitana', '+ R$ 36,00', 'Portuguesa', '+ R$ 49,00', 'Presunto', '+ R$ 40,00', 'Mista', '+ R$ 45,00', 'Frango com catpiry', '+ R$ 44,00', 'Frango com bacon', '+ R$ 44,00', 'Frango', '+ R$ 40,00', 'Margarita', '+ R$ 40,00', 'Caipira', '+ R$ 40,00', 'Camarão com catupiry', '+ R$ 66,00', 'Camarão', '+ R$ 64,00', 'Catupiry', '+ R$ 38,00', 'Calabresa', '+ R$ 40,00', 'Bacon', '+ R$ 42,00', 'Atum', '+ R$ 42,00', 'Mussarela', '+ R$ 34,00'], ['Massa Tradicional + Borda Tradicional', '-']]], ['GRANDE 2 SABORES', [['1/2 Provolone', '+ R$ 27,00', '1/2 Quatro queijos', '+ R$ 26,50', '1/2 Canadense', '+ R$ 21,00', '1/2 Italiana', '+ R$ 22,50', '1/2 Palmito', '+ R$ 20,00', '1/2 Milho', '+ R$ 18,00', '1/2 Três queijos', '+ R$ 24,00', '1/2 Napolitana', '+ R$ 18,00', '1/2 Portuguesa', '+ R$ 24,50', '1/2 Presunto', '+ R$ 20,00', '1/2 Mista', '+ R$ 22,50', '1/2 Frango com catpiry', '+ R$ 22,00', '1/2 Frango com bacon', '+ R$ 22,00', '1/2 Frango', '+ R$ 20,00', '1/2 Margarita', '+ R$ 20,00', '1/2 Caipira', '+ R$ 20,00', '1/2 Camarão com catupiry', '+ R$ 33,00', '1/2 Camarão', '+ R$ 32,00', '1/2 Catupiry', '+ R$ 19,00', '1/2 Calabresa', '+ R$ 20,00', '1/2 Bacon', '+ R$ 21,00', '1/2 Atum', '+ R$ 21,00', '1/2 Mussarela', '+ R$ 17,00'], ['Massa Tradicional + Borda Tradicional', '-']]]]
Sorvetes Bacana;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sorvetes-bacana-centro/1ea9487f-3781-47fd-8f08-c615d842f102;[['Pizza 3 queijo', 'R$ 45,00'], ['Pizza calabresa', 'R$ 38,00'], ['Pizza charque', 'R$ 47,00'], ['Pizza frango', 'R$ 46,00'], ['Pizza frango com  Catupiry', 'R$ 42,00'], ['Pizza mussarela', 'R$ 28,00'], ['Pizza portuguesa', 'R$ 37,00']]
Sr. Batata;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sr-batata-caetes-i/e837a88f-8991-47d8-a361-a055d601171e;[]
Turma da Pizza;https://www.ifood.com.br/delivery/abreu-e-lima-pe/turma-da-pizza-caetes-ii/c847fcf9-4227-4c28-89df-517e66d44a8b;[]
