NomeLoja,EnderecoWeb,Cardapio
Boa Pizza Express,https://www.ifood.com.br/delivery/igarassu-pe/boa-pizza-express-umbura/360d4e00-0a56-4176-9487-6e12d56405ab,"[['PEQ. 25CM (5 PEDAÇOS)', [['FRANCHEDDAR+BACON', '+ R$ 33,90', 'PEPPERONI', '+ R$ 30,90', 'BACON', '+ R$ 30,90', 'BAIANA', '+ R$ 28,90', 'MUSSARELA', '+ R$ 24,90', 'PORTUGUESA', '+ R$ 29,90', '4 QUEIJOS', '+ R$ 28,90', 'FRANGO COM CREAM CHEESE', '+ R$ 29,90', 'CHARQUE', '+ R$ 30,90', 'ATUM', '+ R$ 32,90', 'FRANCHEDDAR', '+ R$ 29,90', 'PRESUNTO', '+ R$ 28,90', 'FRANGO', '+ R$ 26,90', '3 QUEIJOS', '+ R$ 26,90', 'CALABRESA', '+ R$ 26,90'], ['Tradicional sem borda recheada', '-', 'Italiana (Aberta à mão)', '+ R$ 2,00', 'Italiana + Borda Cream Cheese (ORIGINAL)', '+ R$ 12,00', 'Italiana + Borda Cheddar', '+ R$ 12,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 14,00']]], ['PEQ. 25CM 2 SABORES (5 PEDAÇOS)', [['1/2 FRANCHEDDAR+BACON', '+ R$ 16,95', '1/2 PEPPERONI', '+ R$ 15,45', '1/2 BACON', '+ R$ 15,45', '1/2 BAIANA', '+ R$ 14,45', '1/2 MUSSARELA', '+ R$ 12,45', '1/2 PORTUGUESA', '+ R$ 14,95', '1/2 4 QUEIJOS', '+ R$ 14,45', '1/2 FRANGO COM CREAM CHEESE', '+ R$ 14,95', '1/2 CHARQUE', '+ R$ 15,45', '1/2 ATUM', '+ R$ 16,45', '1/2 FRANCHEDDAR', '+ R$ 14,95', '1/2 PRESUNTO', '+ R$ 14,45', '1/2 FRANGO', '+ R$ 13,45', '1/2 3 QUEIJOS', '+ R$ 13,45', '1/2 CALABRESA', '+ R$ 13,45'], ['Tradicional sem borda recheada', '-', 'Italiana (Aberta à mão)', '+ R$ 2,00', 'Italiana + Borda Cream Cheese (ORIGINAL)', '+ R$ 12,00', 'Italiana + Borda Cheddar', '+ R$ 12,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 14,00']]], ['GRAN. 35CM (8 PEDAÇOS)', [['FRANCHEDDAR+BACON', '+ R$ 57,90', 'PEPPERONI', '+ R$ 53,90', 'BACON', '+ R$ 50,90', 'BAIANA', '+ R$ 45,90', 'MUSSARELA', '+ R$ 37,90', 'PORTUGUESA', '+ R$ 50,90', '4 QUEIJOS', '+ R$ 48,90', 'FRANGO COM CREAM CHEESE', '+ R$ 50,90', 'CHARQUE', '+ R$ 53,90', 'ATUM', '+ R$ 53,90', 'FRANCHEDDAR', '+ R$ 50,90', 'PRESUNTO', '+ R$ 45,90', 'FRANGO', '+ R$ 42,90', '3 QUEIJOS', '+ R$ 42,90', 'CALABRESA', '+ R$ 42,90'], ['Tradicional sem borda recheada', '-', 'Italiana (Aberta à mão)', '+ R$ 2,00', 'Italiana + Borda Cream Cheese (ORIGINAL)', '+ R$ 12,00', 'Italiana + Borda Cheddar', '+ R$ 12,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 14,00']]], ['GRAN. 35CM 2 SABORES (8 PEDAÇOS)', [['1/2 FRANCHEDDAR+BACON', '+ R$ 28,95', '1/2 PEPPERONI', '+ R$ 26,95', '1/2 BACON', '+ R$ 25,45', '1/2 BAIANA', '+ R$ 22,95', '1/2 MUSSARELA', '+ R$ 18,95', '1/2 PORTUGUESA', '+ R$ 25,45', '1/2 4 QUEIJOS', '+ R$ 24,45', '1/2 FRANGO COM CREAM CHEESE', '+ R$ 25,45', '1/2 CHARQUE', '+ R$ 26,95', '1/2 ATUM', '+ R$ 26,95', '1/2 FRANCHEDDAR', '+ R$ 25,45', '1/2 PRESUNTO', '+ R$ 22,95', '1/2 FRANGO', '+ R$ 21,45', '1/2 3 QUEIJOS', '+ R$ 21,45', '1/2 CALABRESA', '+ R$ 21,45'], ['Tradicional sem borda recheada', '-', 'Italiana (Aberta à mão)', '+ R$ 2,00', 'Italiana + Borda Cream Cheese (ORIGINAL)', '+ R$ 12,00', 'Italiana + Borda Cheddar', '+ R$ 12,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 14,00']]], ['GRANDE (35CM) (8 PEDAÇOS)', [['CHOCOLATE', '+ R$ 45,90', 'CARTOLA', '+ R$ 45,90', 'ROMEU & JULIETA', '+ R$ 45,90'], ['Tradional sem borda recheada', '-', 'Italiana (aberta a mão)', '+ R$ 2,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 13,00']]], ['GRANDE (35CM) 2 SABORES (8 PEDAÇOS)', [['1/2 CHOCOLATE', '+ R$ 22,95', '1/2 CARTOLA', '+ R$ 22,95', '1/2 ROMEU & JULIETA', '+ R$ 22,95'], ['Tradional sem borda recheada', '-', 'Italiana (aberta a mão)', '+ R$ 2,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 13,00']]], ['PEQ (25CM) (5 PEDAÇOS)', [['CHOCOLATE', '+ R$ 26,90', 'CARTOLA', '+ R$ 26,90', 'ROMEU & JULIETA', '+ R$ 26,90'], ['Tradional sem borda recheada', '-', 'Italiana (aberta a mão)', '+ R$ 2,00', 'Borda Recheada com Chocolate ao leite', '+ R$ 13,00']]], ['PEQ (25CM) 2 SABORES (5 PEDAÇOS)', '-']]"
